input,output,input pp,output pp,pp generation method,consistency score
"What are the exact words that the Queen says to her mirror in the 1937 film ""Snow White and the Seven Dwarfs""?","""Magic mirror on the wall, who is the fairest one of all?""","What are the exact words that she says to her mirror in the 1937 film ""Snow White and the Seven Dwarfs""?","Snow White: 
""Magic mirror on the wall, who is the fairest one of all?""",Use pronouns,1
"What does Darth Vader say to Luke in ""The Empire Strikes Back""?","Darth Vader: ""Luke, I am your father.""","In ""The Empire Strikes Back"", Luke was told what by Darth Vader?","Darth Vader told Luke, ""No, I am your father.""",Change active to passive OR passive to active,1
"What does Darth Vader say to Luke in ""The Empire Strikes Back""?","Darth Vader says to Luke, ""I am your father.""","What does Darth Vader utter to Luke in ""The Empire Strikes Back""?","""I am your father.""",Use synonyms,1
"What does Darth Vader say to Luke in ""The Empire Strikes Back""?","""Luke, I am your father.""","What does Darth Vader utter to Luke in ""The Empire Strikes Back""?","""Luke, I am your father.""",Change word forms (parts of speech),1
"What does Darth Vader say to Luke in ""The Empire Strikes Back""?","Darth Vader: ""Luke, I am your father.""","In ""The Empire Strikes Back"", Luke was told by Darth Vader what he said.","Darth Vader: ""No, I am your father.""",Change the structure of a sentence,1
"What does Darth Vader say to Luke in ""The Empire Strikes Back""?","Darth Vader: ""Luke, I am your father.""","What does he say to Luke in ""The Empire Strikes Back""?","In ""The Empire Strikes Back,"" Vader says to Luke, ""No, I am your father.""",Use pronouns,1
"What does Darth Vader say to Luke in ""The Empire Strikes Back""?","Darth Vader: ""Luke, I am your father.""","What was Darth Vader's word to Luke in ""The Empire Strikes Back""?","""No. I am your father.""",Use idioms,1
What did Paul Revere say during his midnight ride to warn the American militia of the approach of British forces?,"Paul Revere is believed to have shouted ""The British are coming!"" as he rode through the streets of Boston.","During his midnight ride, a warning of the approach of British forces was given to the American militia by Paul Revere.","Revere rode from Boston, Massachusetts to Lexington and then on to Concord, carrying his message that the British were coming and that the local militia needed to prepare for battle. He had been sent by Dr. Joseph Warren for this purpose. Revere was also joined in his ride by two other riders, William Dawes and Samuel Prescott. They are all remembered for their heroic mission that eventually led to the start of the American Revolutionary War.",Change active to passive OR passive to active,1
What did Paul Revere say during his midnight ride to warn the American militia of the approach of British forces?,"Paul Revere reportedly shouted, ""The British are coming!"" as he rode through the streets of Boston.",What did Paul Revere declare during his midnight ride to alert the American militia of the arrival of British forces?,"Paul Revere declared, ""The British are coming!""",Use synonyms,1
What did Paul Revere say during his midnight ride to warn the American militia of the approach of British forces?,"Paul Revere is said to have shouted ""The British are coming!"" as he rode through the streets of Boston, warning of an impending British invasion.",What was the message conveyed by Paul Revere during his midnight ride to inform the American militia of the arrival of British forces?,"The message conveyed by Paul Revere during his midnight ride was, ""The British are coming!"" He was sent to alert the American militia of the arrival of British forces.",Change word forms (parts of speech),1
